feature,timepoint,context,response,model,R^2,set,ci_lower,ci_upper
topo,5,CH,GROWTH,MLR,0.4514118865214007,TRAIN,0.3991190200,0.5103566600
topo,5,CH,GROWTH,RF,0.5477538542474653,TRAIN,0.5205730600,0.5899042700
topo,5,CH,GROWTH,SVR,0.4106020343513741,TRAIN,0.3605353900,0.4595282200
topo,5,CH,GROWTH,MLP,0.6313780162885361,TRAIN,0.5541567900,0.6898154600
topo,5,CH,SYMMETRY,MLR,0.2948730127176413,TRAIN,0.2382740300,0.3335054300
topo,5,CH,SYMMETRY,RF,0.2750556376773173,TRAIN,0.2455018300,0.3025439800
topo,5,CH,SYMMETRY,SVR,0.5071898111428396,TRAIN,0.4778610800,0.5495341800
topo,5,CH,SYMMETRY,MLP,0.2848881125603073,TRAIN,0.2439212700,0.3166637900
topo,6,CH,ACTIVITY,MLR,0.2033808024630305,TRAIN,0.1554884400,0.2527684400
topo,6,CH,ACTIVITY,RF,0.14987136744365262,TRAIN,0.1187255400,0.1772936300
topo,6,CH,ACTIVITY,SVR,0.15295602817063952,TRAIN,0.0940468700,0.2021302800
topo,6,CH,ACTIVITY,MLP,0.2284353571893364,TRAIN,0.1552320400,0.4173905500
topo,6,CH,GROWTH,MLR,0.4791954585428682,TRAIN,0.4141429700,0.5386404300
topo,6,CH,GROWTH,RF,0.3810012230896817,TRAIN,0.3535466700,0.4163146100
topo,6,CH,GROWTH,SVR,0.4420408685977844,TRAIN,0.3877957600,0.4906287600
topo,6,CH,GROWTH,MLP,0.6047642585871924,TRAIN,0.4425331400,0.6686660100
topo,6,CH,SYMMETRY,MLR,0.33372099794111104,TRAIN,0.2922634300,0.3789501600
topo,6,CH,SYMMETRY,RF,0.3542293089651098,TRAIN,0.3303388300,0.3852322400
topo,6,CH,SYMMETRY,SVR,0.3892814058423213,TRAIN,0.3375252000,0.4366064600
topo,6,CH,SYMMETRY,MLP,0.3555518146019295,TRAIN,0.3092632900,0.4163646900
topo,7,CH,ACTIVITY,MLR,0.10035888868733632,TRAIN,0.0623311900,0.1406575100
topo,7,CH,ACTIVITY,RF,0.19988602236315847,TRAIN,0.1755138000,0.2292847300
topo,7,CH,ACTIVITY,SVR,0.1603452756409842,TRAIN,0.1115869400,0.2164173100
topo,7,CH,ACTIVITY,MLP,0.3868117267232085,TRAIN,0.1779221400,0.5856956900
topo,7,CH,GROWTH,MLR,0.4885018303714638,TRAIN,0.4369037200,0.5508589700
topo,7,CH,GROWTH,RF,0.3297730530319222,TRAIN,0.2842733900,0.3682891700
topo,7,CH,GROWTH,SVR,0.46434213368515403,TRAIN,0.3923894900,0.5140829200
topo,7,CH,GROWTH,MLP,0.6559020473362174,TRAIN,0.5670655300,0.7344324600
topo,7,CH,SYMMETRY,MLR,0.3602676375239049,TRAIN,0.3054654000,0.3955200900
topo,7,CH,SYMMETRY,RF,0.36316052609365,TRAIN,0.3346372800,0.3909766000
topo,7,CH,SYMMETRY,SVR,0.5345181275507903,TRAIN,0.5054291800,0.5684983200
topo,7,CH,SYMMETRY,MLP,0.3996456214337508,TRAIN,0.3235525900,0.4638035200
topo,8,CH,ACTIVITY,MLR,0.12707324203731,TRAIN,0.0667368300,0.1808145100
topo,8,CH,ACTIVITY,RF,0.16090359228211928,TRAIN,0.1268866500,0.1993531600
topo,8,CH,ACTIVITY,SVR,0.1985145447993643,TRAIN,0.1599190800,0.2449525600
topo,8,CH,ACTIVITY,MLP,0.26528262899062016,TRAIN,0.1549539900,0.6070124900
topo,8,CH,GROWTH,MLR,0.4722052704381131,TRAIN,0.4304698000,0.5168030700
topo,8,CH,GROWTH,RF,0.5695138367457248,TRAIN,0.5262645200,0.6167551200
topo,8,CH,GROWTH,SVR,0.4816062081088578,TRAIN,0.4294077000,0.5387394700
topo,8,CH,GROWTH,MLP,0.664943851393441,TRAIN,0.6005809000,0.7349006400
topo,8,CH,SYMMETRY,MLR,0.3489319715342299,TRAIN,0.3083341000,0.3919602900
topo,8,CH,SYMMETRY,RF,0.2867161246652081,TRAIN,0.2601813200,0.3203897100
topo,8,CH,SYMMETRY,SVR,0.4167782253894887,TRAIN,0.3695461900,0.4495109200
topo,8,CH,SYMMETRY,MLP,0.3810007456322867,TRAIN,0.3272610700,0.4523844300
topo,9,CH,ACTIVITY,MLR,0.1541449377107212,TRAIN,0.0996338300,0.2008959900
topo,9,CH,ACTIVITY,RF,0.29490188573996673,TRAIN,0.2685409800,0.3252321900
topo,9,CH,ACTIVITY,SVR,0.2151231834289081,TRAIN,0.1743016900,0.2633618800
topo,9,CH,ACTIVITY,MLP,0.3840301717436919,TRAIN,0.1912920900,0.5793926700
topo,9,CH,GROWTH,MLR,0.5127093985355567,TRAIN,0.4829918100,0.5593052500
topo,9,CH,GROWTH,RF,0.5851753953825302,TRAIN,0.5526853100,0.6132201200
topo,9,CH,GROWTH,SVR,0.4885543094620379,TRAIN,0.4363099400,0.5422523800
topo,9,CH,GROWTH,MLP,0.7058316037429914,TRAIN,0.6392320600,0.7627642200
topo,9,CH,SYMMETRY,MLR,0.37535165871558457,TRAIN,0.3307464900,0.4338552600
topo,9,CH,SYMMETRY,RF,0.30292142033055713,TRAIN,0.2782398300,0.3322878100
topo,9,CH,SYMMETRY,SVR,0.43483465354303774,TRAIN,0.3851070800,0.4724667200
topo,9,CH,SYMMETRY,MLP,0.4132331528366097,TRAIN,0.3647141500,0.4402552700
topo,10,CH,ACTIVITY,MLR,0.1427285159926587,TRAIN,0.1043676800,0.1905749900
topo,10,CH,ACTIVITY,RF,0.20458868978980932,TRAIN,0.1744134400,0.2390546200
topo,10,CH,ACTIVITY,SVR,0.2036870029237912,TRAIN,0.1500795100,0.2539323400
topo,10,CH,ACTIVITY,MLP,0.31463819936464593,TRAIN,0.2583853000,0.3628466900
topo,10,CH,GROWTH,MLR,0.5317702336058296,TRAIN,0.4915967100,0.5693800900
topo,10,CH,GROWTH,RF,0.7588268148509484,TRAIN,0.7356762000,0.7956265400
topo,10,CH,GROWTH,SVR,0.5110738089408006,TRAIN,0.4433924800,0.5606584200
topo,10,CH,GROWTH,MLP,0.7140703628274494,TRAIN,0.6805531900,0.7447712600
topo,10,CH,SYMMETRY,MLR,0.3814315033019951,TRAIN,0.3424737700,0.4250025000
topo,10,CH,SYMMETRY,RF,0.7649084507803979,TRAIN,0.7435361500,0.7829993700
topo,10,CH,SYMMETRY,SVR,0.42620319307393584,TRAIN,0.3743533600,0.4810131300
topo,10,CH,SYMMETRY,MLP,0.4593430390500426,TRAIN,0.4262359600,0.5008874600
topo,11,CH,ACTIVITY,MLR,0.12414775772088164,TRAIN,0.0807240000,0.1623248700
topo,11,CH,ACTIVITY,RF,0.30332065177272216,TRAIN,0.2643549900,0.3288099800
topo,11,CH,ACTIVITY,SVR,0.20706232376484127,TRAIN,0.1580139800,0.2639778700
topo,11,CH,ACTIVITY,MLP,0.3694606197101449,TRAIN,0.1838487300,0.6155047900
topo,11,CH,GROWTH,MLR,0.5649075940052042,TRAIN,0.5394001800,0.5915978500
topo,11,CH,GROWTH,RF,0.7559417909297698,TRAIN,0.7268295000,0.7843391900
topo,11,CH,GROWTH,SVR,0.5443723400316183,TRAIN,0.4845001600,0.5779082800
topo,11,CH,GROWTH,MLP,0.6874095834574381,TRAIN,0.6250180600,0.7187840600
topo,11,CH,SYMMETRY,MLR,0.3983639751191432,TRAIN,0.3639807100,0.4288392800
topo,11,CH,SYMMETRY,RF,0.5628996258277491,TRAIN,0.5384622500,0.5828160300
topo,11,CH,SYMMETRY,SVR,0.4456047096145277,TRAIN,0.4040153900,0.5084439200
topo,11,CH,SYMMETRY,MLP,0.4825509589222025,TRAIN,0.4429311800,0.5164039400
topo,12,CH,ACTIVITY,MLR,0.172974187759022,TRAIN,0.1349200700,0.2176126500
topo,12,CH,ACTIVITY,RF,0.2392854512868824,TRAIN,0.1978678800,0.2681992500
topo,12,CH,ACTIVITY,SVR,0.17527790548500086,TRAIN,0.1217899900,0.2311976000
topo,12,CH,ACTIVITY,MLP,0.430978330381414,TRAIN,0.2127529700,0.5874045000
topo,12,CH,GROWTH,MLR,0.5540026798833361,TRAIN,0.4981809700,0.6004105400
topo,12,CH,GROWTH,RF,0.6057521418030286,TRAIN,0.5683092900,0.6419596800
topo,12,CH,GROWTH,SVR,0.5503601077251632,TRAIN,0.5014311100,0.6009382700
topo,12,CH,GROWTH,MLP,0.5971912288115734,TRAIN,0.5700531200,0.6271021700
topo,12,CH,SYMMETRY,MLR,0.4172761777859535,TRAIN,0.3737124600,0.4583089400
topo,12,CH,SYMMETRY,RF,0.33854596683380395,TRAIN,0.3105203700,0.3706634700
topo,12,CH,SYMMETRY,SVR,0.4604506251732468,TRAIN,0.4121826100,0.4998549000
topo,12,CH,SYMMETRY,MLP,0.4944347702766147,TRAIN,0.4464590900,0.5362481400
topo,13,CH,ACTIVITY,MLR,0.28949486086426873,TRAIN,0.2452177200,0.3388366900
topo,13,CH,ACTIVITY,RF,0.19059405923701048,TRAIN,0.1594380700,0.2219537600
topo,13,CH,ACTIVITY,SVR,0.2511017021314756,TRAIN,0.2001949700,0.3149979000
topo,13,CH,ACTIVITY,MLP,0.4270141717637851,TRAIN,0.2289550300,0.6115459000
topo,13,CH,GROWTH,MLR,0.5726986382632633,TRAIN,0.5447652500,0.6141518600
topo,13,CH,GROWTH,RF,0.617600479848366,TRAIN,0.5742369200,0.6697068900
topo,13,CH,GROWTH,SVR,0.5537539963438045,TRAIN,0.5218601500,0.5856668800
topo,13,CH,GROWTH,MLP,0.7333601695861776,TRAIN,0.6738898100,0.7716107100
topo,13,CH,SYMMETRY,MLR,0.5257394799853314,TRAIN,0.4970580200,0.5614502800
topo,13,CH,SYMMETRY,RF,0.43912353242247343,TRAIN,0.4060266100,0.4697379100
topo,13,CH,SYMMETRY,SVR,0.4689173354926017,TRAIN,0.4242636200,0.5086574800
topo,13,CH,SYMMETRY,MLP,0.5160630413060034,TRAIN,0.4715948200,0.5637370800
topo,14,CH,ACTIVITY,MLR,0.2876346367907911,TRAIN,0.2280713400,0.3308211400
topo,14,CH,ACTIVITY,RF,0.2376171839052163,TRAIN,0.2136994300,0.2655311400
topo,14,CH,ACTIVITY,SVR,0.27469547971906355,TRAIN,0.2089922800,0.3228702800
topo,14,CH,ACTIVITY,MLP,0.4863992661616857,TRAIN,0.2646836200,0.6338852500
topo,14,CH,GROWTH,MLR,0.5995670305604854,TRAIN,0.5589952700,0.6342719900
topo,14,CH,GROWTH,RF,0.6284096354281272,TRAIN,0.5905134600,0.6682184500
topo,14,CH,GROWTH,SVR,0.5707981827044704,TRAIN,0.5396603600,0.6133757100
topo,14,CH,GROWTH,MLP,0.9611756111207516,TRAIN,0.9519225400,0.9713032600
topo,14,CH,SYMMETRY,MLR,0.4662881418411964,TRAIN,0.4291203300,0.5159721000
topo,14,CH,SYMMETRY,RF,0.6158328472349004,TRAIN,0.5766227000,0.6606064900
topo,14,CH,SYMMETRY,SVR,0.5436805598231934,TRAIN,0.5000679900,0.5878216800
topo,14,CH,SYMMETRY,MLP,0.5267489278359466,TRAIN,0.4833002200,0.5742106200
topo,15,CH,ACTIVITY,MLR,0.11579870550519845,TRAIN,0.0724735300,0.1693416500
topo,15,CH,ACTIVITY,RF,0.21397210784501866,TRAIN,0.1793942300,0.2572186500
topo,15,CH,ACTIVITY,SVR,0.22391596703644928,TRAIN,0.1610922100,0.2910722000
topo,15,CH,ACTIVITY,MLP,0.499189710328122,TRAIN,0.3930091300,0.5923289400
topo,15,CH,GROWTH,MLR,0.575297167356958,TRAIN,0.5447587300,0.6031059800
topo,15,CH,GROWTH,RF,0.7945802327858938,TRAIN,0.7711315100,0.8125292400
topo,15,CH,GROWTH,SVR,0.6156409271577173,TRAIN,0.5811121700,0.6562361500
topo,15,CH,GROWTH,MLP,0.8986755846236176,TRAIN,0.8863955800,0.9135253300
topo,15,CH,SYMMETRY,MLR,0.5084549541286038,TRAIN,0.4618088300,0.5554706900
topo,15,CH,SYMMETRY,RF,0.7904962291529841,TRAIN,0.7724084100,0.8082047900
topo,15,CH,SYMMETRY,SVR,0.5518084434324212,TRAIN,0.5177965000,0.5982253500
topo,15,CH,SYMMETRY,MLP,0.5652431458867202,TRAIN,0.5250681700,0.6147630100
topo,0,C,ACTIVITY,MLR,0.1986029508010095,TEST,0.0691469900,0.3142416600
topo,0,C,ACTIVITY,RF,0.2502217662917744,TEST,0.1221535300,0.3384461800
topo,0,C,ACTIVITY,SVR,0.2488269892690953,TEST,0.1408863400,0.3505790900
topo,0,C,ACTIVITY,MLP,0.19850641286830914,TEST,-0.0457754000,0.3553594600
topo,0,C,GROWTH,MLR,0.2091400040814511,TEST,-0.1939329000,0.3782604900
topo,0,C,GROWTH,RF,0.2783363985073322,TEST,0.1517417500,0.3732133100
topo,0,C,GROWTH,SVR,0.2373808159090383,TEST,0.1142750400,0.3648819800
topo,0,C,GROWTH,MLP,0.22173677381939275,TEST,0.0117870900,0.3540270400
topo,0,C,SYMMETRY,MLR,-0.010163996135968977,TEST,-0.0734172200,0.0364748700
topo,0,C,SYMMETRY,RF,-0.0042004008650981675,TEST,-0.0507808300,0.0337578900
topo,0,C,SYMMETRY,SVR,-0.06802019452800454,TEST,-0.1887928700,0.0530577600
topo,0,C,SYMMETRY,MLP,-0.030569717442700282,TEST,-0.1772903800,0.0415265400
topo,1,C,ACTIVITY,MLR,0.2394916604165165,TEST,0.1493467200,0.3535563700
topo,1,C,ACTIVITY,RF,0.2355741198426521,TEST,0.1199743500,0.3377916200
topo,1,C,ACTIVITY,SVR,0.2371432474799424,TEST,0.1390698400,0.3419219700
topo,1,C,ACTIVITY,MLP,0.22024119509563791,TEST,0.0457450100,0.3400590000
topo,1,C,GROWTH,MLR,0.2619272673798954,TEST,0.0777073600,0.3744927000
topo,1,C,GROWTH,RF,0.2642308652607096,TEST,0.1782969400,0.3775081700
topo,1,C,GROWTH,SVR,0.2352947303133974,TEST,0.0513923700,0.3992898200
topo,1,C,GROWTH,MLP,0.2271546831800455,TEST,0.1030371100,0.3559453400
topo,1,C,SYMMETRY,MLR,-0.0106759223348094,TEST,-0.0418365618,-0.0000523696
topo,1,C,SYMMETRY,RF,-0.0009277765689714092,TEST,-0.0514234900,0.0355390100
topo,1,C,SYMMETRY,SVR,-0.07142772671440352,TEST,-0.1454691000,0.0132854300
topo,1,C,SYMMETRY,MLP,-0.014848853739313826,TEST,-0.0566924300,0.0108557600
topo,2,C,ACTIVITY,MLR,0.1863781165666068,TEST,0.0493940900,0.3261241800
topo,2,C,ACTIVITY,RF,0.2439239204181956,TEST,0.1437395300,0.3438326300
topo,2,C,ACTIVITY,SVR,0.21501176196326688,TEST,0.0093528900,0.3251766100
topo,2,C,ACTIVITY,MLP,0.2021595081719166,TEST,0.0817741600,0.3239688000
topo,2,C,GROWTH,MLR,0.2393393870948345,TEST,0.1246516200,0.3334396500
topo,2,C,GROWTH,RF,0.2303449301956728,TEST,0.0762978400,0.3584558100
topo,2,C,GROWTH,SVR,0.18856936313935746,TEST,0.0133273400,0.3487772400
topo,2,C,GROWTH,MLP,0.1955649942999492,TEST,0.0291498300,0.3028282700
topo,2,C,SYMMETRY,MLR,-0.0121603621344894,TEST,-0.0791694900,0.0094720900
topo,2,C,SYMMETRY,RF,-0.004584987123280039,TEST,-0.0477341300,0.0256817900
topo,2,C,SYMMETRY,SVR,-0.08807470523540648,TEST,-0.2218651000,0.0367352500
topo,2,C,SYMMETRY,MLP,-0.02082595136768084,TEST,-0.1062394400,0.0107994500
topo,3,C,ACTIVITY,MLR,0.19293868156446,TEST,0.0161675100,0.3084933200
topo,3,C,ACTIVITY,RF,0.24239194640257314,TEST,0.1219982900,0.3398510900
topo,3,C,ACTIVITY,SVR,0.2444289396427201,TEST,0.1332967800,0.3472930500
topo,3,C,ACTIVITY,MLP,0.1788408902860614,TEST,0.0224850500,0.2829399300
topo,3,C,GROWTH,MLR,0.2266756654584613,TEST,0.1348064200,0.3202718900
topo,3,C,GROWTH,RF,0.22452662476602914,TEST,0.0781482000,0.3538578100
topo,3,C,GROWTH,SVR,0.25291934516770315,TEST,0.1251459300,0.3801512800
topo,3,C,GROWTH,MLP,0.22478789622970305,TEST,0.0967805500,0.3503004900
topo,3,C,SYMMETRY,MLR,-0.007240065304027122,TEST,-0.0317705494,-0.0000651141
topo,3,C,SYMMETRY,RF,0.004425883947583972,TEST,-0.0569084900,0.0465879500
topo,3,C,SYMMETRY,SVR,-0.09008222484729657,TEST,-0.1797509300,0.0058966800
topo,3,C,SYMMETRY,MLP,-0.013588464388613072,TEST,-0.0689737900,0.0068273800
topo,4,C,ACTIVITY,MLR,0.20189480992988748,TEST,0.0706600000,0.3048651300
topo,4,C,ACTIVITY,RF,0.2396380334003417,TEST,0.1314557800,0.3539291700
topo,4,C,ACTIVITY,SVR,0.21197162342790574,TEST,0.0829268500,0.3381083300
topo,4,C,ACTIVITY,MLP,0.19085959210457168,TEST,0.0406545600,0.3040082700
topo,4,C,GROWTH,MLR,0.2768310855398558,TEST,0.1639842300,0.3797854200
topo,4,C,GROWTH,RF,0.252784271639207,TEST,0.1336336600,0.3516512000
topo,4,C,GROWTH,SVR,0.23383618083755195,TEST,0.0601231100,0.3649040600
topo,4,C,GROWTH,MLP,0.2505908579504221,TEST,0.1061914000,0.3805773900
topo,4,C,SYMMETRY,MLR,-0.010808830658386758,TEST,-0.0471313532,-0.0000690422
topo,4,C,SYMMETRY,RF,0.006725056888512619,TEST,-0.0382269000,0.0418802800
topo,4,C,SYMMETRY,SVR,-0.02910281961639733,TEST,-0.1616149500,0.0793081500
topo,4,C,SYMMETRY,MLP,-0.06666018490974028,TEST,-0.2974665100,0.0320710400
topo,5,C,ACTIVITY,MLR,0.2126889377077473,TEST,0.0973243200,0.3694707100
topo,5,C,ACTIVITY,RF,0.2569193217547209,TEST,0.1269922900,0.3661364600
topo,5,C,ACTIVITY,SVR,0.25977055144022543,TEST,0.1083817100,0.3652460300
topo,5,C,ACTIVITY,MLP,0.2298479918488457,TEST,0.1200989000,0.3375535700
topo,5,C,GROWTH,MLR,0.23767113843643806,TEST,-0.5545604700,0.3676456300
topo,5,C,GROWTH,RF,0.2826406929764987,TEST,0.1799639600,0.4090426000
topo,5,C,GROWTH,SVR,0.286248463008315,TEST,0.1434331300,0.3999038900
topo,5,C,GROWTH,MLP,0.28918461766498105,TEST,0.1689023300,0.3845304500
topo,5,C,SYMMETRY,MLR,0.0017790767087659844,TEST,-0.0532072000,0.0534883400
topo,5,C,SYMMETRY,RF,0.0204706734529991,TEST,-0.0088033900,0.0582122000
topo,5,C,SYMMETRY,SVR,-0.04816590361995155,TEST,-0.1466215400,0.0342597600
topo,5,C,SYMMETRY,MLP,-0.16677622561586272,TEST,-1.0514685800,0.0241165000
topo,6,C,ACTIVITY,MLR,0.2300547895394553,TEST,0.1059356600,0.3603110700
topo,6,C,ACTIVITY,RF,0.30166999518736665,TEST,0.1443724500,0.4215455000
topo,6,C,ACTIVITY,SVR,0.2284391472051137,TEST,0.1115307800,0.3737563400
topo,6,C,ACTIVITY,MLP,0.23785359462392944,TEST,0.1051774000,0.4199876000
topo,6,C,GROWTH,MLR,0.4899404995162598,TEST,0.4021419600,0.6018355500
topo,6,C,GROWTH,RF,0.4587995941088969,TEST,0.3191147600,0.5806864800
topo,6,C,GROWTH,SVR,0.4654866647076709,TEST,0.2663604400,0.6300321600
topo,6,C,GROWTH,MLP,0.4342779387664325,TEST,0.1210958600,0.5910322900
topo,6,C,SYMMETRY,MLR,0.023781391814219118,TEST,-0.0633343300,0.0917240000
topo,6,C,SYMMETRY,RF,0.02452623717619733,TEST,-0.0560431300,0.0865389700
topo,6,C,SYMMETRY,SVR,-0.036214076017733424,TEST,-0.1523685600,0.0798659600
topo,6,C,SYMMETRY,MLP,-0.011029511728395771,TEST,-0.1509524200,0.0908391300
topo,7,C,ACTIVITY,MLR,0.2871093655080152,TEST,0.1508029900,0.3674855700
topo,7,C,ACTIVITY,RF,0.30752151672931266,TEST,0.1761544000,0.3968317200
topo,7,C,ACTIVITY,SVR,0.2571122283711509,TEST,0.0782500900,0.4112141800
topo,7,C,ACTIVITY,MLP,0.2793931823256851,TEST,0.1288217100,0.4047827600
topo,7,C,GROWTH,MLR,0.600512748194937,TEST,0.4957960100,0.6760599500
topo,7,C,GROWTH,RF,0.5295516057885536,TEST,0.4377700800,0.6024531800
topo,7,C,GROWTH,SVR,0.577466544540881,TEST,0.5035019500,0.6540681900
topo,7,C,GROWTH,MLP,0.6047333541464037,TEST,0.4992214000,0.6977662200
topo,7,C,SYMMETRY,MLR,0.03522519970725275,TEST,-0.1419883700,0.1125608000
topo,7,C,SYMMETRY,RF,0.051268645905530486,TEST,-0.0026617300,0.0984439700
topo,7,C,SYMMETRY,SVR,-0.012073926203664643,TEST,-0.0952700500,0.0685089400
topo,7,C,SYMMETRY,MLP,0.001848613347028712,TEST,-0.0976809800,0.0969720200
topo,8,C,ACTIVITY,MLR,0.28686576791007945,TEST,0.1489862900,0.3943345900
topo,8,C,ACTIVITY,RF,0.2978603827505125,TEST,0.2182170100,0.3523571700
topo,8,C,ACTIVITY,SVR,0.2922388193197787,TEST,0.1141643700,0.4079206600
topo,8,C,ACTIVITY,MLP,0.2844611724077269,TEST,0.2014862700,0.3850711100
topo,8,C,GROWTH,MLR,0.5710626866585117,TEST,0.3782172100,0.6622885300
topo,8,C,GROWTH,RF,0.5383792241850601,TEST,0.4315779900,0.6254354000
topo,8,C,GROWTH,SVR,0.5436655259272846,TEST,0.3777089800,0.6630823300
topo,8,C,GROWTH,MLP,0.5771963762709493,TEST,0.4078716700,0.6610053300
topo,8,C,SYMMETRY,MLR,0.017153159023937097,TEST,-0.0762517300,0.0876266900
topo,8,C,SYMMETRY,RF,0.05922822937648607,TEST,0.0041863600,0.0951773600
topo,8,C,SYMMETRY,SVR,-0.02679144140306943,TEST,-0.1052866500,0.0662769000
topo,8,C,SYMMETRY,MLP,0.004451948161297129,TEST,-0.1136996100,0.0894245200
topo,9,C,ACTIVITY,MLR,0.3073619662446046,TEST,0.1593490800,0.3977937200
topo,9,C,ACTIVITY,RF,0.3040378225383212,TEST,0.1881652800,0.3947393800
topo,9,C,ACTIVITY,SVR,0.2965757700457744,TEST,0.1699292700,0.4192614700
topo,9,C,ACTIVITY,MLP,0.26885069274661083,TEST,0.1202915000,0.3920898700
topo,9,C,GROWTH,MLR,0.6262466507583534,TEST,0.5356044800,0.7012154700
topo,9,C,GROWTH,RF,0.5454330652059683,TEST,0.4398575000,0.6090589700
topo,9,C,GROWTH,SVR,0.6144723754673705,TEST,0.5450734700,0.6894636700
topo,9,C,GROWTH,MLP,0.6227180274149593,TEST,0.5312544900,0.6978588600
topo,9,C,SYMMETRY,MLR,0.0463777076663569,TEST,-0.0305928800,0.0999711600
topo,9,C,SYMMETRY,RF,0.056981330691634476,TEST,-0.0029185100,0.1077934700
topo,9,C,SYMMETRY,SVR,-0.01871459254594653,TEST,-0.1183743300,0.0596420900
topo,9,C,SYMMETRY,MLP,0.033099685135609645,TEST,-0.1457842500,0.1256301200
topo,10,C,ACTIVITY,MLR,0.2601838775005189,TEST,-0.0481584700,0.3987770700
topo,10,C,ACTIVITY,RF,0.2929787370139758,TEST,0.1981971100,0.3647189300
topo,10,C,ACTIVITY,SVR,0.31238174201953645,TEST,0.1965248600,0.4098224400
topo,10,C,ACTIVITY,MLP,0.3181051160232465,TEST,0.1982354100,0.4206848500
topo,10,C,GROWTH,MLR,0.4514547139321693,TEST,0.3645731400,0.5162272100
topo,10,C,GROWTH,RF,0.5426695091082997,TEST,0.4442563600,0.6162209800
topo,10,C,GROWTH,SVR,0.5433736305415848,TEST,0.4828132800,0.6236613500
topo,10,C,GROWTH,MLP,0.5741218410680359,TEST,0.4817152700,0.6384443500
