feature,timepoint,context,response,model,R^2,set,ci_lower,ci_upper
topo,10,C,SYMMETRY,MLR,0.045950799982805726,TEST,-0.0747331600,0.1194682600
topo,10,C,SYMMETRY,RF,0.06904093674388627,TEST,-0.0000454757,0.1165324870
topo,10,C,SYMMETRY,SVR,0.0047697117852391144,TEST,-0.1297489000,0.0748560900
topo,10,C,SYMMETRY,MLP,0.01829301453502652,TEST,-0.1244764500,0.1296340400
topo,11,C,ACTIVITY,MLR,0.3097379843809817,TEST,0.2124089000,0.4533423200
topo,11,C,ACTIVITY,RF,0.3029060864976847,TEST,0.1808387000,0.4187062200
topo,11,C,ACTIVITY,SVR,0.34480787437204674,TEST,0.2047765100,0.4901226100
topo,11,C,ACTIVITY,MLP,0.28491470291530285,TEST,0.1506743300,0.3867391700
topo,11,C,GROWTH,MLR,0.6226382607557631,TEST,0.5838239800,0.6831656300
topo,11,C,GROWTH,RF,0.5246034986949712,TEST,0.4676893100,0.5929647200
topo,11,C,GROWTH,SVR,0.6130491178014428,TEST,0.5278793600,0.6830276200
topo,11,C,GROWTH,MLP,0.6178361470203283,TEST,0.5412182800,0.6833057900
topo,11,C,SYMMETRY,MLR,0.051253226224721816,TEST,-0.1249309800,0.1299703900
topo,11,C,SYMMETRY,RF,0.0573783188844019,TEST,-0.0218956700,0.1070180300
topo,11,C,SYMMETRY,SVR,0.0038485226090437604,TEST,-0.0940668800,0.0970039700
topo,11,C,SYMMETRY,MLP,0.03001331671117172,TEST,-0.0519868000,0.1221400300
topo,12,C,ACTIVITY,MLR,0.3631876865335137,TEST,0.2640860900,0.4684819200
topo,12,C,ACTIVITY,RF,0.36148783748727903,TEST,0.2668213100,0.4485457200
topo,12,C,ACTIVITY,SVR,0.3274937890411047,TEST,0.1494320100,0.4881649100
topo,12,C,ACTIVITY,MLP,0.2764022775534232,TEST,0.0772482700,0.4215034100
topo,12,C,GROWTH,MLR,0.3709304771791759,TEST,0.2976477800,0.4423425300
topo,12,C,GROWTH,RF,0.4689357751417515,TEST,0.3892000400,0.5622860800
topo,12,C,GROWTH,SVR,0.4622026977145514,TEST,0.3828064400,0.5460214300
topo,12,C,GROWTH,MLP,0.4529311572374593,TEST,-0.2020186200,0.6066472400
topo,12,C,SYMMETRY,MLR,0.11630540302025184,TEST,0.0050705100,0.2077154300
topo,12,C,SYMMETRY,RF,0.12624197110042154,TEST,0.0480240000,0.2291173500
topo,12,C,SYMMETRY,SVR,0.03564591099175772,TEST,-0.0837473600,0.1360307800
topo,12,C,SYMMETRY,MLP,0.09407139435935297,TEST,-0.0317724300,0.2054112500
topo,13,C,ACTIVITY,MLR,0.4114780663112069,TEST,0.3040150000,0.5129570800
topo,13,C,ACTIVITY,RF,0.37755626738658143,TEST,0.3220768000,0.4662078100
topo,13,C,ACTIVITY,SVR,0.4093009628005647,TEST,0.2742009800,0.5619031900
topo,13,C,ACTIVITY,MLP,0.40064175041346106,TEST,0.2646849800,0.5037756300
topo,13,C,GROWTH,MLR,0.5034529595652641,TEST,0.3913653300,0.5787824900
topo,13,C,GROWTH,RF,0.42749777612034817,TEST,0.3216766000,0.4999515600
topo,13,C,GROWTH,SVR,0.4668986376013219,TEST,0.3163608000,0.5391141600
topo,13,C,GROWTH,MLP,0.4817096312203529,TEST,0.3678509700,0.5801426000
topo,13,C,SYMMETRY,MLR,0.09854098524927507,TEST,-0.0143179400,0.1734036600
topo,13,C,SYMMETRY,RF,0.10981866242516752,TEST,0.0102657100,0.1859326800
topo,13,C,SYMMETRY,SVR,0.06535901305139298,TEST,-0.0791786700,0.1506144300
topo,13,C,SYMMETRY,MLP,0.12369022216643664,TEST,-0.0051184000,0.2365181300
topo,14,C,ACTIVITY,MLR,0.4747983818100895,TEST,0.3450215700,0.5723561700
topo,14,C,ACTIVITY,RF,0.4484886687966817,TEST,0.3045114400,0.5611293100
topo,14,C,ACTIVITY,SVR,0.4843519114298678,TEST,0.3216341400,0.6057571400
topo,14,C,ACTIVITY,MLP,0.4540738285707208,TEST,0.3527822400,0.6017842400
topo,14,C,GROWTH,MLR,0.4230537394613837,TEST,-0.1250023100,0.5975856500
topo,14,C,GROWTH,RF,0.4194596868528491,TEST,0.3318820100,0.5069001100
topo,14,C,GROWTH,SVR,0.3851566816555984,TEST,-0.2283686000,0.5430782700
topo,14,C,GROWTH,MLP,0.4671676758155338,TEST,0.1351284200,0.6181316700
topo,14,C,SYMMETRY,MLR,0.1394339600014882,TEST,0.0490673500,0.2417893000
topo,14,C,SYMMETRY,RF,0.15008321586535836,TEST,0.0688698000,0.2053658500
topo,14,C,SYMMETRY,SVR,0.0786899161544234,TEST,-0.0366323200,0.1758988700
topo,14,C,SYMMETRY,MLP,0.1305310490035314,TEST,-0.0001348701,0.2386831700
topo,15,C,ACTIVITY,MLR,0.6384258873132761,TEST,0.5459527600,0.7248975000
topo,15,C,ACTIVITY,RF,0.5141231518571316,TEST,0.4146461100,0.5856317900
topo,15,C,ACTIVITY,SVR,0.6268677645513766,TEST,0.5601638700,0.6920681600
topo,15,C,ACTIVITY,MLP,0.6279415829807843,TEST,0.5421601900,0.7085186600
topo,15,C,GROWTH,MLR,0.457908563680209,TEST,0.2431486300,0.5604490900
topo,15,C,GROWTH,RF,0.3945535408955652,TEST,0.2612723500,0.4733214700
topo,15,C,GROWTH,SVR,0.3898687842523573,TEST,0.1640005700,0.5426861300
topo,15,C,GROWTH,MLP,0.4802913925555983,TEST,0.3356212600,0.5827632900
topo,15,C,SYMMETRY,MLR,0.16074649861211907,TEST,0.0910330500,0.2209784000
topo,15,C,SYMMETRY,RF,0.14801004259942793,TEST,0.0502992500,0.2219902200
topo,15,C,SYMMETRY,SVR,0.07930094843225896,TEST,-0.0454617400,0.2029187700
topo,15,C,SYMMETRY,MLP,0.14586118646280072,TEST,0.0476015900,0.2353148200
topo,0,CH,ACTIVITY,MLR,0.05200537385923015,TEST,-0.1666138400,0.1482988300
topo,0,CH,ACTIVITY,RF,0.0607754545544413,TEST,-0.1061913500,0.1470372000
topo,0,CH,ACTIVITY,SVR,-0.028365184784771007,TEST,-0.4437807200,0.1455970000
topo,0,CH,ACTIVITY,MLP,-0.0016320298651088898,TEST,-0.6345308500,0.1794442300
topo,0,CH,GROWTH,MLR,0.2355154118558335,TEST,0.1235342000,0.3204405900
topo,0,CH,GROWTH,RF,0.16366444765466598,TEST,0.0859863000,0.2320782800
topo,0,CH,GROWTH,SVR,0.1440650878862169,TEST,-0.4143589800,0.2937021800
topo,0,CH,GROWTH,MLP,0.14769460026153916,TEST,-0.2816395100,0.3691907600
topo,0,CH,SYMMETRY,MLR,-0.15895973993625465,TEST,-2.8520429700,0.1903386600
topo,0,CH,SYMMETRY,RF,0.08425065569267724,TEST,-0.0214607600,0.1488667600
topo,0,CH,SYMMETRY,SVR,0.019575985273578855,TEST,-0.5468599200,0.1649709900
topo,0,CH,SYMMETRY,MLP,-0.13177643797975172,TEST,-3.0330478200,0.1657509400
topo,1,CH,ACTIVITY,MLR,0.02426062959489696,TEST,-0.1632575500,0.1355076600
topo,1,CH,ACTIVITY,RF,0.07433874889090977,TEST,0.0027782800,0.1211354500
topo,1,CH,ACTIVITY,SVR,-0.09309402956241802,TEST,-0.3886021800,0.0343699400
topo,1,CH,ACTIVITY,MLP,0.03509398346148645,TEST,-0.1528535100,0.1395614800
topo,1,CH,GROWTH,MLR,0.2120328949478688,TEST,0.0620177700,0.3273012100
topo,1,CH,GROWTH,RF,0.1855066896353927,TEST,-0.0720508700,0.3459416200
topo,1,CH,GROWTH,SVR,0.15785251131199982,TEST,-0.0213240000,0.2944404500
topo,1,CH,GROWTH,MLP,0.12167784480194167,TEST,-0.1565182100,0.3052807400
topo,1,CH,SYMMETRY,MLR,0.0320195791274507,TEST,-0.1727215100,0.1777155700
topo,1,CH,SYMMETRY,RF,0.07566106546957495,TEST,-0.0387298500,0.1607720400
topo,1,CH,SYMMETRY,SVR,-0.0184056086985653,TEST,-0.1642245400,0.1575761200
topo,1,CH,SYMMETRY,MLP,0.05582427292371404,TEST,-0.0146075600,0.1536418300
topo,2,CH,ACTIVITY,MLR,0.08108148777004605,TEST,-0.0472397600,0.1632892100
topo,2,CH,ACTIVITY,RF,0.07848247894654614,TEST,-0.0091119500,0.1394093300
topo,2,CH,ACTIVITY,SVR,0.03841640363267505,TEST,-0.0793647800,0.1244657100
topo,2,CH,ACTIVITY,MLP,0.00921290895851511,TEST,-0.5589562300,0.1374045700
topo,2,CH,GROWTH,MLR,0.2448769229493373,TEST,0.0987432800,0.3364101200
topo,2,CH,GROWTH,RF,0.17337204957403626,TEST,0.0190022200,0.2632926700
topo,2,CH,GROWTH,SVR,0.22354990776965145,TEST,0.0672790500,0.3615883200
topo,2,CH,GROWTH,MLP,0.20655892022937752,TEST,-0.0056403700,0.3229585700
topo,2,CH,SYMMETRY,MLR,0.13651927471261102,TEST,0.0433957400,0.2400809000
topo,2,CH,SYMMETRY,RF,0.10155767054361813,TEST,0.0314753300,0.1861661600
topo,2,CH,SYMMETRY,SVR,0.09136121421888932,TEST,-0.0594885900,0.1898204100
topo,2,CH,SYMMETRY,MLP,0.11476845998427772,TEST,0.0020473700,0.2389290000
topo,3,CH,ACTIVITY,MLR,0.058383994160169074,TEST,-0.0322985200,0.1054966600
topo,3,CH,ACTIVITY,RF,0.07135366937601842,TEST,0.0280872200,0.1169693200
topo,3,CH,ACTIVITY,SVR,-0.010180438740922752,TEST,-0.3939874000,0.1524937700
topo,3,CH,ACTIVITY,MLP,0.09168760758213852,TEST,-0.0708877300,0.1907660600
topo,3,CH,GROWTH,MLR,0.2688071651028683,TEST,0.0586985800,0.4097405600
topo,3,CH,GROWTH,RF,0.16545220345701553,TEST,0.0882566700,0.2312303600
topo,3,CH,GROWTH,SVR,0.22963048717611045,TEST,-0.3502336200,0.3821178900
topo,3,CH,GROWTH,MLP,0.1267792011112462,TEST,-0.9039272400,0.4059581700
topo,3,CH,SYMMETRY,MLR,0.0038763610505756383,TEST,-0.9052991300,0.2340937400
topo,3,CH,SYMMETRY,RF,0.13066149741309493,TEST,0.0873222600,0.1828102300
topo,3,CH,SYMMETRY,SVR,0.04909927305788637,TEST,-0.7281799400,0.2364794100
topo,3,CH,SYMMETRY,MLP,0.10874381074748413,TEST,-0.1481407000,0.2664026200
topo,4,CH,ACTIVITY,MLR,0.056761319134913,TEST,-0.0724047600,0.1270528900
topo,4,CH,ACTIVITY,RF,0.03835625087033147,TEST,-0.0972196600,0.1037719200
topo,4,CH,ACTIVITY,SVR,0.025319088473687624,TEST,-0.1771974800,0.1245360800
topo,4,CH,ACTIVITY,MLP,-0.017063047228869685,TEST,-0.6301575500,0.1982188500
topo,4,CH,GROWTH,MLR,0.2899695973744869,TEST,0.1586755600,0.3974144600
topo,4,CH,GROWTH,RF,0.1782091909916229,TEST,0.0544112400,0.2587485300
topo,4,CH,GROWTH,SVR,0.2757032521271465,TEST,0.1615881800,0.3601691100
topo,4,CH,GROWTH,MLP,0.23819444125257305,TEST,0.0076486100,0.3891799100
topo,4,CH,SYMMETRY,MLR,0.1880596757108108,TEST,0.0507482800,0.2932981100
topo,4,CH,SYMMETRY,RF,0.14368287753617093,TEST,0.0865853500,0.1986942000
topo,4,CH,SYMMETRY,SVR,0.12463508232593558,TEST,0.0265971600,0.2272934200
topo,4,CH,SYMMETRY,MLP,0.2039280695932141,TEST,0.1425611100,0.2657157300
topo,5,CH,ACTIVITY,MLR,0.05453820727651813,TEST,-0.0355191100,0.1160332300
topo,5,CH,ACTIVITY,RF,0.07432074483601192,TEST,-0.0115974000,0.1413952000
topo,5,CH,ACTIVITY,SVR,0.04829315707133144,TEST,-0.0362519800,0.1137104200
topo,5,CH,ACTIVITY,MLP,0.05414921855084915,TEST,-0.0910952200,0.1310344500
topo,5,CH,GROWTH,MLR,0.2499128037163501,TEST,-0.0749103000,0.4203136500
topo,5,CH,GROWTH,RF,0.2126985263879892,TEST,0.0419395400,0.3099884600
topo,5,CH,GROWTH,SVR,0.21143332109793472,TEST,-0.3245139200,0.4054157600
topo,5,CH,GROWTH,MLP,0.2729711162332091,TEST,0.0655044300,0.4287497300
topo,5,CH,SYMMETRY,MLR,0.1805672131268969,TEST,0.0833861600,0.2973278000
topo,5,CH,SYMMETRY,RF,0.12568121332694998,TEST,0.0371579400,0.1966924900
topo,5,CH,SYMMETRY,SVR,0.15415085316529506,TEST,0.0456957500,0.2180689700
topo,5,CH,SYMMETRY,MLP,0.2016995197292101,TEST,0.1358251100,0.2599310800
topo,6,CH,ACTIVITY,MLR,0.07449397112972811,TEST,-0.0434706000,0.1712580200
topo,6,CH,ACTIVITY,RF,0.0646546235490218,TEST,0.0193795500,0.1091305800
topo,6,CH,ACTIVITY,SVR,0.02607896947644193,TEST,-0.0615572500,0.1164621500
topo,6,CH,ACTIVITY,MLP,0.05640231969804666,TEST,-0.1998242900,0.1655352200
topo,6,CH,GROWTH,MLR,0.3017877034779156,TEST,0.0529736100,0.4602683400
topo,6,CH,GROWTH,RF,0.20105814045074685,TEST,0.1351733300,0.2482682700
topo,6,CH,GROWTH,SVR,0.3236599343458764,TEST,0.2478112400,0.4201188900
topo,6,CH,GROWTH,MLP,0.2569725274647274,TEST,0.1190635500,0.3927770900
topo,6,CH,SYMMETRY,MLR,0.20859178835855507,TEST,0.0656631300,0.2874670300
topo,6,CH,SYMMETRY,RF,0.133454181300776,TEST,0.0685879000,0.1924102600
topo,6,CH,SYMMETRY,SVR,0.18131364342005268,TEST,0.0688710200,0.3285980000
topo,6,CH,SYMMETRY,MLP,0.2321332785209096,TEST,0.1198725400,0.3238919000
topo,7,CH,ACTIVITY,MLR,0.04531969009734922,TEST,-0.0045832900,0.0932000200
topo,7,CH,ACTIVITY,RF,0.07326539169498543,TEST,-0.0204673600,0.1421096700
topo,7,CH,ACTIVITY,SVR,0.037379578228150336,TEST,-0.0310147900,0.1009812500
topo,7,CH,ACTIVITY,MLP,-0.0335538023168326,TEST,-0.3881998800,0.1480776800
topo,7,CH,GROWTH,MLR,0.3191489076878967,TEST,0.0719504700,0.4712551000
topo,7,CH,GROWTH,RF,0.18193480611268031,TEST,0.0726776600,0.2909111600
topo,7,CH,GROWTH,SVR,0.3191858622239508,TEST,0.1998551700,0.4191650300
topo,7,CH,GROWTH,MLP,0.2662324477152438,TEST,0.1063804300,0.4110753300
topo,7,CH,SYMMETRY,MLR,0.22258110405534973,TEST,0.0998099900,0.3424390300
topo,7,CH,SYMMETRY,RF,0.1337996728540941,TEST,0.0603395900,0.1848245600
topo,7,CH,SYMMETRY,SVR,0.19730649037603154,TEST,0.1149862900,0.2907355000
topo,7,CH,SYMMETRY,MLP,0.2476315173274768,TEST,0.1472442400,0.3305762400
topo,8,CH,ACTIVITY,MLR,0.05759513173099566,TEST,-0.0317235500,0.1116310300
topo,8,CH,ACTIVITY,RF,0.07403568633135757,TEST,0.0184004400,0.1495404600
topo,8,CH,ACTIVITY,SVR,0.0447951972954124,TEST,-0.0381633400,0.1092479700
topo,8,CH,ACTIVITY,MLP,0.03038505210033552,TEST,-0.3597354200,0.1730406100
topo,8,CH,GROWTH,MLR,0.32402724653593656,TEST,0.1584580400,0.4356610500
topo,8,CH,GROWTH,RF,0.21044245428028946,TEST,-0.0359438700,0.3289009200
topo,8,CH,GROWTH,SVR,0.3195478114610466,TEST,0.2152564800,0.4078116100
topo,8,CH,GROWTH,MLP,0.3109461034397075,TEST,0.1376173600,0.4647894800
topo,8,CH,SYMMETRY,MLR,0.2311984653252632,TEST,0.1211160400,0.3213812800
topo,8,CH,SYMMETRY,RF,0.13277186947031466,TEST,0.0398988400,0.2061441400
topo,8,CH,SYMMETRY,SVR,0.185495972342412,TEST,0.0472524200,0.3109486000
topo,8,CH,SYMMETRY,MLP,0.22241652879611565,TEST,0.1034443500,0.3296217500
topo,9,CH,ACTIVITY,MLR,0.060026127673906825,TEST,-0.0414805800,0.1251081200
topo,9,CH,ACTIVITY,RF,0.08083131787427224,TEST,0.0041138500,0.1504892700
topo,9,CH,ACTIVITY,SVR,0.05942397256964025,TEST,-0.0191903800,0.1405145400
topo,9,CH,ACTIVITY,MLP,0.005865648510733287,TEST,-0.2500210400,0.1657549900
topo,9,CH,GROWTH,MLR,0.35036186687353754,TEST,0.2575410400,0.4096230500
topo,9,CH,GROWTH,RF,0.21683926106065665,TEST,0.1199087600,0.3174328600
topo,9,CH,GROWTH,SVR,0.3519109321014252,TEST,0.2367203300,0.4398452500
topo,9,CH,GROWTH,MLP,0.3120405957607029,TEST,0.1640671400,0.4610135400
topo,9,CH,SYMMETRY,MLR,0.2586700474496049,TEST,0.0996667300,0.3788102900
topo,9,CH,SYMMETRY,RF,0.1514826595796444,TEST,0.1045894100,0.2112647000
topo,9,CH,SYMMETRY,SVR,0.19661596238241133,TEST,-0.2244212400,0.3955160800
topo,9,CH,SYMMETRY,MLP,0.2604112982449817,TEST,0.1512804000,0.3584896200
topo,10,CH,ACTIVITY,MLR,0.07644605713722816,TEST,0.0081149800,0.1377286500
topo,10,CH,ACTIVITY,RF,0.061016661845076564,TEST,-0.0415498200,0.1316692000
topo,10,CH,ACTIVITY,SVR,0.070789859864258,TEST,-0.0040894500,0.1562438100
topo,10,CH,ACTIVITY,MLP,0.04495093445613416,TEST,-0.1813764600,0.2121579200
topo,10,CH,GROWTH,MLR,0.3593005593348861,TEST,0.1742556200,0.4652820100
topo,10,CH,GROWTH,RF,0.2433464899812468,TEST,0.0844073600,0.3717489200
topo,10,CH,GROWTH,SVR,0.36127644509007495,TEST,0.2441021800,0.4436057300
topo,10,CH,GROWTH,MLP,0.33781632956409524,TEST,0.2043994100,0.4772196300
topo,10,CH,SYMMETRY,MLR,0.2752065899750761,TEST,0.1331786200,0.3490088000
topo,10,CH,SYMMETRY,RF,0.15577113415683716,TEST,0.0176452700,0.2676025800
topo,10,CH,SYMMETRY,SVR,0.25049388037054965,TEST,0.1337365900,0.3710378200
topo,10,CH,SYMMETRY,MLP,0.2614909589209095,TEST,0.1574244600,0.3939385200
topo,11,CH,ACTIVITY,MLR,0.0759868644791388,TEST,-0.0250827700,0.1192561100
topo,11,CH,ACTIVITY,RF,0.10079142897537367,TEST,0.0249746400,0.1607120600
topo,11,CH,ACTIVITY,SVR,0.10020908384505016,TEST,0.0095058900,0.2186593100
topo,11,CH,ACTIVITY,MLP,0.01276878111837756,TEST,-0.4633404300,0.1710084400
topo,11,CH,GROWTH,MLR,0.3869875902446869,TEST,0.2722068900,0.4574926500
topo,11,CH,GROWTH,RF,0.2761272853178096,TEST,0.1328057300,0.3750937500
topo,11,CH,GROWTH,SVR,0.4064210101218067,TEST,0.3363178600,0.4956579900
topo,11,CH,GROWTH,MLP,0.3981726165216079,TEST,0.2568843000,0.5431710400
topo,11,CH,SYMMETRY,MLR,0.3045546429324297,TEST,0.2056897700,0.3969676100
topo,11,CH,SYMMETRY,RF,0.1939736077428038,TEST,0.0756152800,0.2724144100
topo,11,CH,SYMMETRY,SVR,0.251702366512512,TEST,0.0666891300,0.3570782600
topo,11,CH,SYMMETRY,MLP,0.28353231732367684,TEST,0.1582271300,0.3995520100
topo,12,CH,ACTIVITY,MLR,0.11332256744089432,TEST,0.0249727100,0.1874987900
topo,12,CH,ACTIVITY,RF,0.11482708193080472,TEST,0.0423119100,0.1832593000
topo,12,CH,ACTIVITY,SVR,0.11914383849834916,TEST,0.0207531600,0.1878975200
topo,12,CH,ACTIVITY,MLP,0.031611007963722675,TEST,-0.2307910600,0.2400814600
topo,12,CH,GROWTH,MLR,0.4076619059227798,TEST,0.2447099300,0.5105422700
topo,12,CH,GROWTH,RF,0.29340221812918776,TEST,0.1905371000,0.3928599900
topo,12,CH,GROWTH,SVR,0.3968448810286008,TEST,0.2950492400,0.4775754500
topo,12,CH,GROWTH,MLP,0.4022921339788536,TEST,0.2843068500,0.4824684100
topo,12,CH,SYMMETRY,MLR,0.33609411309385623,TEST,0.2530530400,0.4168716800
topo,12,CH,SYMMETRY,RF,0.21194265540272195,TEST,0.1365904500,0.2930260000
topo,12,CH,SYMMETRY,SVR,0.2959163383287205,TEST,0.1535144600,0.4232704500
topo,12,CH,SYMMETRY,MLP,0.31126552138520197,TEST,0.2015032200,0.4394901000
topo,13,CH,ACTIVITY,MLR,0.1558262622531527,TEST,0.0213437200,0.2535933400
topo,13,CH,ACTIVITY,RF,0.11613294789568494,TEST,0.0324519300,0.1737487000
topo,13,CH,ACTIVITY,SVR,0.1493227238097276,TEST,0.0162527800,0.2352115700
topo,13,CH,ACTIVITY,MLP,0.09409750026165024,TEST,-0.1881463600,0.2486574400
topo,13,CH,GROWTH,MLR,0.4602121349789455,TEST,0.3315705700,0.5532475800
topo,13,CH,GROWTH,RF,0.3165449166160988,TEST,0.1823894000,0.4405411100
topo,13,CH,GROWTH,SVR,0.4433496133829161,TEST,0.3796832400,0.4977029500
topo,13,CH,GROWTH,MLP,0.44211865597467537,TEST,0.2805916800,0.5617117600
topo,13,CH,SYMMETRY,MLR,0.3349059484933727,TEST,0.2220399900,0.4294263400
topo,13,CH,SYMMETRY,RF,0.2464843565013305,TEST,0.1532364300,0.3354293800
topo,13,CH,SYMMETRY,SVR,0.3593577536985861,TEST,0.2370838300,0.4460353700
topo,13,CH,SYMMETRY,MLP,0.35506941633021505,TEST,0.2187192900,0.4692941400
topo,14,CH,ACTIVITY,MLR,0.15336882258407833,TEST,-0.0755907900,0.2489295300
topo,14,CH,ACTIVITY,RF,0.15163682344834492,TEST,0.0654765300,0.2111348700
topo,14,CH,ACTIVITY,SVR,0.1845334590543317,TEST,0.0863125400,0.3031076500
topo,14,CH,ACTIVITY,MLP,0.0962841429138464,TEST,-0.1236884000,0.2580150200
topo,14,CH,GROWTH,MLR,0.4624680594848988,TEST,0.3332127600,0.5921696200
topo,14,CH,GROWTH,RF,0.35526405220922,TEST,0.2518612400,0.4699317100
topo,14,CH,GROWTH,SVR,0.47328146018533507,TEST,0.3972311300,0.5144342500
topo,14,CH,GROWTH,MLP,0.2861846627057821,TEST,0.0715007900,0.5359060500
topo,14,CH,SYMMETRY,MLR,0.3892328694697147,TEST,0.2488111500,0.4790824100
topo,14,CH,SYMMETRY,RF,0.2429242825727854,TEST,0.1127129900,0.3632076200
topo,14,CH,SYMMETRY,SVR,0.3243536731224333,TEST,0.1607916700,0.4725264900
topo,14,CH,SYMMETRY,MLP,0.38929901260685984,TEST,0.2757226700,0.4862684200
topo,15,CH,ACTIVITY,MLR,0.11035961918510004,TEST,0.0631434700,0.1515989600
topo,15,CH,ACTIVITY,RF,0.1337646207700854,TEST,0.0605186100,0.2003451600
topo,15,CH,ACTIVITY,SVR,0.14576614101853722,TEST,0.0490433700,0.2429452100
topo,15,CH,ACTIVITY,MLP,0.14307389921850158,TEST,-0.0754596700,0.2841545700
topo,15,CH,GROWTH,MLR,0.5124305980957093,TEST,0.4073920700,0.5993486300
topo,15,CH,GROWTH,RF,0.40144989942474,TEST,0.3204208300,0.5138531500
topo,15,CH,GROWTH,SVR,0.4965144382734972,TEST,0.3538747700,0.5764044200
topo,15,CH,GROWTH,MLP,0.5515342985983871,TEST,0.3513418100,0.6479472200
topo,15,CH,SYMMETRY,MLR,0.4171469888672117,TEST,0.2909094600,0.5157784000
topo,15,CH,SYMMETRY,RF,0.2812364300660432,TEST,0.1668629100,0.3997934000
topo,15,CH,SYMMETRY,SVR,0.4012555728687321,TEST,0.2612071100,0.4880556100
topo,15,CH,SYMMETRY,MLP,0.42752913117830416,TEST,0.2736949500,0.5252640700
