context,layout,seed,edge_fraction
C,Lav,0,0.08609958506224069
C,Lav,1,0.13730569948186533
C,Lav,2,0.11192764273600897
C,Lav,3,0.2475294117647061
C,Lav,4,0.1458612975391499
C,Lav,5,0.17517173699705602
C,Lav,6,0.25469283276450516
C,Lav,7,0.16244493392070491
C,Lav,8,0.17745392198885557
C,Lav,9,0.21346938775510182
C,Lav,10,0.18705035971223016
C,Lav,11,0.1200000000000001
C,Lav,12,0.11154011154011156
C,Lav,13,0.21798134011874448
C,Lav,14,0.15920398009950254
C,Lav,15,0.19870194707938105
C,Lav,16,0.27439024390243905
C,Lav,17,0.2445436507936507
C,Lav,18,0.11042311661506721
C,Lav,19,0.1427937915742793
C,Lav,20,0.13893442622950813
C,Lav,21,0.1023444544634805
C,Lav,22,0.14649681528662417
C,Lav,23,0.14654824384335896
C,Lav,24,0.14393939393939392
C,Lav,25,0.1919147045757441
C,Lav,26,0.18080724876441523
C,Lav,27,0.11560418648905801
C,Lav,28,0.11603919546157815
C,Lav,29,0.17052631578947364
C,Lav,30,0.1539345203905801
C,Lav,31,0.14535731648031103
C,Lav,32,0.16385767790262162
C,Lav,33,0.19135477069056428
C,Lav,34,0.19888216115510027
C,Lav,35,0.1948228882833788
C,Lav,36,0.2730833799664242
C,Lav,37,0.10712643678160927
C,Lav,38,0.15479876160990713
C,Lav,39,0.16256366723259763
C,Lav,40,0.2810880829015544
C,Lav,41,0.1481001727115716
C,Lav,42,0.14940828402366857
C,Lav,43,0.2848583877995643
C,Lav,44,0.12921669525443114
C,Lav,45,0.15209790209790208
C,Lav,46,0.17332123411978217
C,Lav,47,0.10166994106090366
C,Lav,48,0.23695844385499554
C,Lav,49,0.1920668058455114
C,Lav,50,0.17321248741188322
C,Lav,51,0.17707918822124946
C,Lav,52,0.13554555680539937
C,Lav,53,0.18518518518518523
C,Lav,54,0.12791741472172347
C,Lav,55,0.12463343108504399
C,Lav,56,0.1497435897435898
C,Lav,57,0.1267029972752044
C,Lav,58,0.1628318584070796
C,Lav,59,0.21391872956562352
C,Lav,60,0.14740450538687555
C,Lav,61,0.12077043206663196
C,Lav,62,0.22356935014548984
C,Lav,63,0.10222222222222233
C,Lav,64,0.14540816326530615
C,Lav,65,0.196961475854585
C,Lav,66,0.14997483643683973
C,Lav,67,0.16651583710407247
C,Lav,68,0.16639276910435508
C,Lav,69,0.13894628099173556
C,Lav,70,0.13500245459008353
C,Lav,71,0.10822510822510822
C,Lav,72,0.2137698603755417
C,Lav,73,0.07326007326007344
C,Lav,74,0.17550702028081122
C,Lav,75,0.12717770034843212
C,Lav,76,0.15975103734439844
C,Lav,77,0.1347914547304171
C,Lav,78,0.17996108949416334
C,Lav,79,0.14043915827996323
C,Lav,80,0.0744255744255744
C,Lav,81,0.1387478849407785
C,Lav,82,0.11360381861575186
C,Lav,83,0.21501706484641636
C,Lav,84,0.10912425492893185
C,Lav,85,0.21453990849008664
C,Lav,86,0.16263510036026763
C,Lav,87,0.21841332027424099
C,Lav,88,0.11414634146341462
C,Lav,89,0.18701417466849568
C,Lav,90,0.1436605316973416
C,Lav,91,0.12972468502099832
C,Lav,92,0.18846345101939332
C,Lav,93,0.17805755395683454
C,Lav,94,0.13521360431356277
C,Lav,95,0.16608391608391615
C,Lav,96,0.14232607541157727
C,Lav,97,0.18428437792329289
C,Lav,98,0.1627027027027027
C,Lav,99,0.23444227005870844
C,Lava,0,0.18892508143322462
C,Lava,1,0.15124489037532518
C,Lava,2,0.09992962702322317
C,Lava,3,0.08892841262783457
C,Lava,4,0.2795341098169718
C,Lava,5,0.07707203718048017
C,Lava,6,0.1695312499999999
C,Lava,7,0.11285373337879301
C,Lava,8,0.10832383124287337
C,Lava,9,0.1698889345948169
C,Lava,10,0.11307137129109857
C,Lava,11,0.1432009626955476
C,Lava,12,0.1444695259593679
C,Lava,13,0.15577889447236182
C,Lava,14,0.1622837370242215
C,Lava,15,0.13868294810292203
C,Lava,16,0.36722750548646677
C,Lava,17,0.11457214464733267
C,Lava,18,0.20457100037467213
C,Lava,19,0.15706254392129315
C,Lava,20,0.2937088514996342
C,Lava,21,0.08381294964028785
C,Lava,22,0.10742936867806074
C,Lava,23,0.12661584355319855
C,Lava,24,0.37120622568093375
C,Lava,25,0.3239864864864864
C,Lava,26,0.17872202400259485
C,Lava,27,0.16431372549019618
C,Lava,28,0.1547570436913026
C,Lava,29,0.09917355371900827
C,Lava,30,0.34474412171507607
C,Lava,31,0.12971043236810786
C,Lava,32,0.144451739986868
C,Lava,33,0.36291839037232043
C,Lava,34,0.1570382424735558
C,Lava,35,0.2174079754601228
C,Lava,36,0.33997785160575855
C,Lava,37,0.11693861693861696
C,Lava,38,0.269047619047619
C,Lava,39,0.188376753507014
C,Lava,40,0.16034874905231244
C,Lava,41,0.21479803699509248
C,Lava,42,0.1241635687732342
C,Lava,43,0.13255287009063454
C,Lava,44,0.17535211267605633
C,Lava,45,0.12148685403445159
C,Lava,47,0.15729511209114289
C,Lava,48,0.08180428134556561
C,Lava,49,0.2187780772686433
C,Lava,50,0.13541666666666663
C,Lava,52,0.1084297520661156
C,Lava,53,0.08313725490196078
C,Lava,54,0.3607884547694473
C,Lava,55,0.12520012808197256
C,Lava,56,0.31772445820433437
C,Lava,57,0.0808416389811738
C,Lava,58,0.08431085043988273
C,Lava,59,0.14826624153049017
C,Lava,60,0.1181513231457324
C,Lava,61,0.18840579710144933
C,Lava,62,0.12342271293375418
C,Lava,63,0.1379554297842236
C,Lava,64,0.1049888309754281
C,Lava,65,0.3397626112759644
C,Lava,66,0.3125226860254082
C,Lava,67,0.1668460710441333
C,Lava,68,0.3114494132572153
C,Lava,69,0.11399925733382865
C,Lava,70,0.13460620525059663
C,Lava,71,0.1906180193596425
C,Lava,72,0.34955235500194637
C,Lava,73,0.14624013294557525
C,Lava,74,0.08526315789473682
C,Lava,75,0.2040958000694204
C,Lava,76,0.3884770889487871
C,Lava,77,0.18541364296081275
C,Lava,78,0.21284403669724772
C,Lava,79,0.19539347408829166
C,Lava,80,0.3223570190641246
C,Lava,81,0.132398221005816
C,Lava,82,0.14181523500810367
C,Lava,83,0.1628883291351806
C,Lava,84,0.18505859375
C,Lava,85,0.14837209302325582
C,Lava,86,0.17473217584041367
C,Lava,87,0.3075060532687651
C,Lava,88,0.29828486204325133
C,Lava,89,0.4023776863283036
C,Lava,90,0.12271062271062272
C,Lava,91,0.1834723275208492
C,Lava,92,0.1208865010073874
C,Lava,93,0.21662938105891127
C,Lava,94,0.29113487409451544
C,Lava,95,0.13873067534580963
C,Lava,96,0.11881188118811892
C,Lava,97,0.2592723419286471
C,Lava,98,0.1298094210715569
C,Lava,99,0.1251891074130106
C,Lvav,0,0.17146433041301634
C,Lvav,1,0.15029919042590623
C,Lvav,2,0.11278825995807107
C,Lvav,3,0.2472126105344099
C,Lvav,4,0.27368053128276826
C,Lvav,5,0.13565604151223132
C,Lvav,6,0.17400881057268713
C,Lvav,7,0.14721431476209845
C,Lvav,8,0.1475538160469667
C,Lvav,9,0.30534638554216864
C,Lvav,10,0.4079939668174962
C,Lvav,11,0.1421667337897704
C,Lvav,12,0.16472358029334322
C,Lvav,13,0.24737267582861766
C,Lvav,14,0.19334229993275054
C,Lvav,15,0.16303901437371648
C,Lvav,16,0.22331288343558275
C,Lvav,17,0.14949109414758277
C,Lvav,18,0.25339698861549764
C,Lvav,20,0.16265314744402215
C,Lvav,21,0.16277518345563702
C,Lvav,22,0.15102895012207884
C,Lvav,23,0.08987527512839333
C,Lvav,24,0.1356267299327798
C,Lvav,25,0.10931677018633534
C,Lvav,26,0.11870635795663353
C,Lvav,27,0.16835147744945567
C,Lvav,28,0.13573125212080073
C,Lvav,29,0.15703971119133575
C,Lvav,30,0.30492572322126665
C,Lvav,31,0.10277264325323476
C,Lvav,32,0.20445017736214122
C,Lvav,33,0.13802528185855834
C,Lvav,34,0.2713621737575974
C,Lvav,35,0.21397670549084868
C,Lvav,36,0.3094004441154701
C,Lvav,37,0.33763903839253673
C,Lvav,38,0.3562331146275569
C,Lvav,39,0.40594059405940586
C,Lvav,40,0.16189729517836138
C,Lvav,41,0.13844348846304277
C,Lvav,42,0.23143611006407838
C,Lvav,43,0.10852435530085958
C,Lvav,44,0.14531414531414533
C,Lvav,45,0.3613092740243391
C,Lvav,46,0.3135036496350365
C,Lvav,47,0.1537284894837475
C,Lvav,48,0.13409523809523816
C,Lvav,49,0.18593406593406603
C,Lvav,50,0.17260854218143318
C,Lvav,51,0.13702970297029704
C,Lvav,52,0.14812309773419008
C,Lvav,53,0.14384882375626684
C,Lvav,54,0.2239529248875044
C,Lvav,55,0.18085908063300682
C,Lvav,56,0.19999999999999996
C,Lvav,57,0.14001244555071568
C,Lvav,58,0.15667841754798284
C,Lvav,59,0.14645137063462266
C,Lvav,60,0.2507072135785008
C,Lvav,61,0.13501776549545985
C,Lvav,62,0.14918625678119346
C,Lvav,63,0.13124787487249256
C,Lvav,64,0.28992193044712566
C,Lvav,65,0.20345994734862716
C,Lvav,66,0.13333333333333308
C,Lvav,67,0.16044362292051761
C,Lvav,68,0.1343048444269398
C,Lvav,69,0.2794238683127571
C,Lvav,70,0.21383647798742145
C,Lvav,71,0.171047619047619
C,Lvav,72,0.2961752206603465
C,Lvav,73,0.15352058484032327
C,Lvav,74,0.13681027966742254
C,Lvav,75,0.25764192139738007
C,Lvav,76,0.13730297723292473
C,Lvav,77,0.1610965076980848
C,Lvav,78,0.3290488431876606
C,Lvav,79,0.32583479789103686
C,Lvav,80,0.25728643216080394
C,Lvav,81,0.19209408689970597
C,Lvav,82,0.1431327160493827
C,Lvav,83,0.1421143847487002
C,Lvav,84,0.16972704714640174
C,Lvav,85,0.18086445656735206
C,Lvav,86,0.2514190317195324
C,Lvav,87,0.32411674347158215
C,Lvav,88,0.1342592592592592
C,Lvav,89,0.14537075827398416
C,Lvav,90,0.12263176024801925
C,Lvav,91,0.2090968586387435
C,Lvav,92,0.1444121915820027
C,Lvav,93,0.22644770959377702
C,Lvav,94,0.2534315366588551
C,Lvav,95,0.15879999999999983
C,Lvav,96,0.207026822818285
C,Lvav,97,0.35046728971962615
C,Lvav,98,0.16672967863894128
C,Lvav,99,0.20220082530949102
C,Sav,0,0.15759421393224193
C,Sav,1,0.12739726027397236
C,Sav,2,0.16975690152451584
C,Sav,3,0.19707705934455277
C,Sav,4,0.12731006160164282
C,Sav,5,0.11363636363636365
C,Sav,6,0.16083916083916094
C,Sav,7,0.10073409461663951
C,Sav,8,0.14555145551455506
C,Sav,9,0.11448516579406631
C,Sav,10,0.132996632996633
C,Sav,11,0.14234875444839867
C,Sav,12,0.13961988304093564
C,Sav,13,0.24180502341421883
C,Sav,14,0.1779922779922779
C,Sav,15,0.19047619047619047
C,Sav,16,0.21723097552799198
C,Sav,17,0.13917723952326022
C,Sav,18,0.10207869339272468
C,Sav,19,0.12040656763096169
C,Sav,20,0.13208369659982555
C,Sav,21,0.11653984781738069
C,Sav,22,0.0902908953532301
C,Sav,23,0.09056284384257307
C,Sav,24,0.15807099799062285
C,Sav,25,0.1939034716342083
C,Sav,26,0.15233506300963684
C,Sav,27,0.10759943181818188
C,Sav,28,0.13158892681076972
C,Sav,29,0.15077138849929872
C,Sav,30,0.12244897959183687
C,Sav,31,0.1541798107255522
C,Sav,32,0.1543914927136668
C,Sav,33,0.09187145557655951
C,Sav,34,0.09923986486486491
C,Sav,35,0.08714285714285719
C,Sav,36,0.19982698961937706
C,Sav,37,0.1383458646616541
C,Sav,38,0.16224529027297196
C,Sav,39,0.11130063965884873
C,Sav,40,0.1350729086722946
C,Sav,41,0.14845516201959297
C,Sav,42,0.11190926275992419
C,Sav,43,0.13304566702624965
C,Sav,44,0.14226726726726724
C,Sav,45,0.13544554455445557
C,Sav,46,0.13450795015040828
C,Sav,47,0.13333333333333308
C,Sav,48,0.09928443649373875
C,Sav,49,0.11844135802469136
C,Sav,50,0.11807055435565161
C,Sav,51,0.09756982227058397
C,Sav,52,0.11679119150609518
C,Sav,53,0.18061855670103077
C,Sav,54,0.1442922374429223
C,Sav,55,0.17859673990077962
C,Sav,56,0.14357780364765216
C,Sav,57,0.10013908205841449
C,Sav,58,0.09596774193548385
C,Sav,59,0.15932995714842224
C,Sav,60,0.14759535655058043
C,Sav,61,0.1580056179775282
C,Sav,62,0.14059555220505082
C,Sav,63,0.2136029411764706
C,Sav,64,0.1195271453590192
C,Sav,65,0.1961926961926963
C,Sav,66,0.20076481835564075
C,Sav,67,0.15614493836384002
C,Sav,68,0.15954968944099368
C,Sav,69,0.14903299203640474
C,Sav,71,0.15720524017467252
C,Sav,72,0.10078627591136535
C,Sav,73,0.16654247391952293
C,Sav,74,0.1320214669051879
C,Sav,75,0.11527832609553879
C,Sav,76,0.1989815902859382
C,Sav,77,0.17950635751682875
C,Sav,78,0.08588235294117641
C,Sav,79,0.13929040735873854
C,Sav,80,0.15133960897900078
C,Sav,81,0.10198092443140139
C,Sav,82,0.16201757737867795
C,Sav,83,0.08865411116214972
C,Sav,84,0.12596006144393235
C,Sav,85,0.13343923749007158
C,Sav,86,0.10203252032520327
C,Sav,87,0.11671924290220814
C,Sav,88,0.1731974921630094
C,Sav,89,0.18617886178861798
C,Sav,90,0.17575519811690854
C,Sav,91,0.16325757575757593
C,Sav,92,0.12905452035886822
C,Sav,93,0.15004336513443195
C,Sav,94,0.18678725914274485
C,Sav,95,0.13894249324585106
C,Sav,96,0.12369135323768898
C,Sav,97,0.09609735627360472
C,Sav,98,0.14473684210526316
C,Sav,99,0.1887950882578665
C,Savav,0,0.11909323116219672
C,Savav,1,0.09925925925925949
C,Savav,2,0.10872483221476503
C,Savav,3,0.11062843903851727
C,Savav,4,0.1189205219454329
C,Savav,5,0.05479023168440833
C,Savav,6,0.0933636955107352
C,Savav,7,0.11418898122499233
C,Savav,8,0.10557275541795674
C,Savav,9,0.08483063328424156
C,Savav,10,0.1670900366920689
C,Savav,11,0.16284608514438814
C,Savav,12,0.09125925925925926
C,Savav,13,0.09029896278218419
C,Savav,14,0.06271777003484325
C,Savav,15,0.08559113300492616
C,Savav,16,0.09580481999404944
C,Savav,17,0.12088628217660458
C,Savav,19,0.0714285714285714
C,Savav,20,0.1116736152471709
C,Savav,21,0.07832977750685777
C,Savav,22,0.10507824976045987
C,Savav,24,0.11233885819521183
C,Savav,25,0.1011764705882352
C,Savav,26,0.11787600778426466
C,Savav,27,0.11249637576109017
C,Savav,28,0.1164841849148418
C,Savav,29,0.10435737824972535
C,Savav,30,0.12294346395453193
C,Savav,31,0.036007580543272244
C,Savav,32,0.0796996823563384
C,Savav,33,0.09676461858118124
C,Savav,34,0.07623049219687883
C,Savav,35,0.1307265830172164
C,Savav,36,0.1348281016442453
C,Savav,37,0.07288449660284113
C,Savav,38,0.11756040070713025
C,Savav,39,0.11551459293394772
C,Savav,40,0.08465430016863396
C,Savav,41,0.07539203860072385
C,Savav,42,0.0975767366720518
C,Savav,43,0.10699826489300168
C,Savav,44,0.09981572481572476
C,Savav,45,0.149865390367933
C,Savav,46,0.09334923948702656
C,Savav,47,0.1116518751789295
C,Savav,48,0.11888994008199305
C,Savav,49,0.13062037564029594
C,Savav,50,0.11338398597311494
C,Savav,51,0.0746021220159151
C,Savav,52,0.1124718014824364
C,Savav,53,0.07567078685559214
C,Savav,54,0.13664421997755327
C,Savav,55,0.10836677987033028
C,Savav,56,0.0820556501987505
C,Savav,57,0.08928038220364298
C,Savav,58,0.09408602150537626
C,Savav,59,0.08453350031308693
C,Savav,60,0.09259823332318007
C,Savav,61,0.0972456436200112
C,Savav,62,0.07817385866166349
C,Savav,63,0.12232142857142858
C,Savav,64,0.10199364345564876
C,Savav,65,0.09517884914463448
C,Savav,67,0.0999097201324104
C,Savav,68,0.11503894547633309
C,Savav,69,0.1050746268656717
C,Savav,70,0.1182143841278589
C,Savav,71,0.12511091393078966
C,Savav,72,0.09577922077922074
C,Savav,74,0.08095533498759311
C,Savav,75,0.10991447576813429
C,Savav,76,0.10292463442069744
C,Savav,77,0.08074534161490687
C,Savav,78,0.07485786481364487
C,Savav,79,0.058842547688328195
C,Savav,80,0.07559145989613392
C,Savav,81,0.08989751098096643
C,Savav,82,0.12748774156331133
C,Savav,83,0.11365777080062789
C,Savav,85,0.09406089840217058
C,Savav,86,0.05932932072227004
C,Savav,87,0.08230570691138506
C,Savav,88,0.13035178620125443
C,Savav,90,0.14318053197509917
C,Savav,91,0.11305732484076436
C,Savav,93,0.10034602076124577
C,Savav,94,0.10485714285714287
C,Savav,95,0.11882287617990006
C,Savav,96,0.12213302752293576
C,Savav,97,0.08391396546501062
C,Savav,98,0.06682867557715666
C,Savav,99,0.10524662268300344
